folder,group,type,prefix,tier,item_key,new_filename,new_relative_path,estimated_old_filename,note
Desserts,Accessories,Dessert,accessory_dessert,,krampusdessert,accessory_dessert_krampusdessert.png,src/assets/Items/Desserts/accessory_dessert_krampusdessert.png,krampusdessert.png,
Desserts,Accessories,Dessert,accessory_dessert,,macaron,accessory_dessert_macaron.png,src/assets/Items/Desserts/accessory_dessert_macaron.png,macaron.png,
Desserts,Accessories,Dessert,accessory_dessert,,newyeardessert,accessory_dessert_newyeardessert.png,src/assets/Items/Desserts/accessory_dessert_newyeardessert.png,newyeardessert.png,
Desserts,Accessories,Dessert,accessory_dessert,,pineapplecake,accessory_dessert_pineapplecake.png,src/assets/Items/Desserts/accessory_dessert_pineapplecake.png,pineapplecake.png,
Desserts,Accessories,Dessert,accessory_dessert,,platinumdessert,accessory_dessert_platinumdessert.png,src/assets/Items/Desserts/accessory_dessert_platinumdessert.png,platinumdessert.png,
Desserts,Accessories,Dessert,accessory_dessert,,shavedice,accessory_dessert_shavedice.png,src/assets/Items/Desserts/accessory_dessert_shavedice.png,shavedice.png,
Desserts,Accessories,Dessert,accessory_dessert,,spiralcake,accessory_dessert_spiralcake.png,src/assets/Items/Desserts/accessory_dessert_spiralcake.png,spiralcake.png,
Desserts,Accessories,Dessert,accessory_dessert,,t12dessert,accessory_dessert_t12dessert.png,src/assets/Items/Desserts/accessory_dessert_t12dessert.png,t12dessert.png,
Desserts,Accessories,Dessert,accessory_dessert,,t13dessert,accessory_dessert_t13dessert.png,src/assets/Items/Desserts/accessory_dessert_t13dessert.png,t13dessert.png,
Desserts,Accessories,Dessert,accessory_dessert,,t14dessert,accessory_dessert_t14dessert.png,src/assets/Items/Desserts/accessory_dessert_t14dessert.png,t14dessert.png,
Desserts,Accessories,Dessert,accessory_dessert,,t15dessert,accessory_dessert_t15dessert.png,src/assets/Items/Desserts/accessory_dessert_t15dessert.png,t15dessert.png,
Desserts,Accessories,Dessert,accessory_dessert,,t16dessert,accessory_dessert_t16dessert.png,src/assets/Items/Desserts/accessory_dessert_t16dessert.png,t16dessert.png,
Desserts,Accessories,Dessert,accessory_dessert,,taiyaki,accessory_dessert_taiyaki.png,src/assets/Items/Desserts/accessory_dessert_taiyaki.png,taiyaki.png,
Desserts,Accessories,Dessert,accessory_dessert,,tuxedocake,accessory_dessert_tuxedocake.png,src/assets/Items/Desserts/accessory_dessert_tuxedocake.png,tuxedocake.png,
Desserts,Accessories,Dessert,accessory_dessert,,valentinedessert,accessory_dessert_valentinedessert.png,src/assets/Items/Desserts/accessory_dessert_valentinedessert.png,valentinedessert.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,demondualwield,weapon_dual_wield_demondualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_demondualwield.png,demondualwield.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,firecrabdualwield,weapon_dual_wield_firecrabdualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_firecrabdualwield.png,firecrabdualwield.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,magnetmallets,weapon_dual_wield_magnetmallets.png,src/assets/Items/Dual Wields/weapon_dual_wield_magnetmallets.png,magnetmallets.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,phoenixdualwield,weapon_dual_wield_phoenixdualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_phoenixdualwield.png,phoenixdualwield.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,platinumdualwield,weapon_dual_wield_platinumdualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_platinumdualwield.png,platinumdualwield.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,shoprdualwield,weapon_dual_wield_shoprdualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_shoprdualwield.png,shoprdualwield.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,t10dualwield,weapon_dual_wield_t10dualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_t10dualwield.png,t10dualwield.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,t11dualwield,weapon_dual_wield_t11dualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_t11dualwield.png,t11dualwield.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,t12dualwield,weapon_dual_wield_t12dualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_t12dualwield.png,t12dualwield.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,t13dualwield,weapon_dual_wield_t13dualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_t13dualwield.png,t13dualwield.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,t14dualwield,weapon_dual_wield_t14dualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_t14dualwield.png,t14dualwield.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,t15dualwield,weapon_dual_wield_t15dualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_t15dualwield.png,t15dualwield.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,t16dualwield,weapon_dual_wield_t16dualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_t16dualwield.png,t16dualwield.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,t5dualwield,weapon_dual_wield_t5dualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_t5dualwield.png,t5dualwield.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,t6dualwield,weapon_dual_wield_t6dualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_t6dualwield.png,t6dualwield.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,t7dualwield,weapon_dual_wield_t7dualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_t7dualwield.png,t7dualwield.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,t8dualwield,weapon_dual_wield_t8dualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_t8dualwield.png,t8dualwield.png,
Dual Wields,Weapons,Dual Wield,weapon_dual_wield,,t9dualwield,weapon_dual_wield_t9dualwield.png,src/assets/Items/Dual Wields/weapon_dual_wield_t9dualwield.png,t9dualwield.png,
Elements,Enchantments,Element,element_air,,breeze,element_air_breeze.png,src/assets/Items/Elements/element_air_breeze.png,breeze.png,
Elements,Enchantments,Element,element_air,,gale,element_air_gale.png,src/assets/Items/Elements/element_air_gale.png,gale.png,
Elements,Enchantments,Element,element_air,,hurricane,element_air_hurricane.png,src/assets/Items/Elements/element_air_hurricane.png,hurricane.png,
Elements,Enchantments,Element,element_air,,t14air,element_air_t14air.png,src/assets/Items/Elements/element_air_t14air.png,t14air.png,
Elements,Enchantments,Element,element_air,,tempest,element_air_tempest.png,src/assets/Items/Elements/element_air_tempest.png,tempest.png,
Elements,Enchantments,Element,element_dark,,abyssal,element_dark_abyssal.png,src/assets/Items/Elements/element_dark_abyssal.png,abyssal.png,
Elements,Enchantments,Element,element_dark,,corrupted,element_dark_corrupted.png,src/assets/Items/Elements/element_dark_corrupted.png,corrupted.png,
Elements,Enchantments,Element,element_dark,,nightmare,element_dark_nightmare.png,src/assets/Items/Elements/element_dark_nightmare.png,nightmare.png,
Elements,Enchantments,Element,element_dark,,t14dark,element_dark_t14dark.png,src/assets/Items/Elements/element_dark_t14dark.png,t14dark.png,
Elements,Enchantments,Element,element_earth,,natural,element_earth_natural.png,src/assets/Items/Elements/element_earth_natural.png,natural.png,
Elements,Enchantments,Element,element_earth,,primal,element_earth_primal.png,src/assets/Items/Elements/element_earth_primal.png,primal.png,
Elements,Enchantments,Element,element_earth,,primeval,element_earth_primeval.png,src/assets/Items/Elements/element_earth_primeval.png,primeval.png,
Elements,Enchantments,Element,element_earth,,t14earth,element_earth_t14earth.png,src/assets/Items/Elements/element_earth_t14earth.png,t14earth.png,
Elements,Enchantments,Element,element_fire,,blaze,element_fire_blaze.png,src/assets/Items/Elements/element_fire_blaze.png,blaze.png,
Elements,Enchantments,Element,element_fire,,ember,element_fire_ember.png,src/assets/Items/Elements/element_fire_ember.png,ember.png,
Elements,Enchantments,Element,element_fire,,inferno,element_fire_inferno.png,src/assets/Items/Elements/element_fire_inferno.png,inferno.png,
Elements,Enchantments,Element,element_fire,,t14fire,element_fire_t14fire.png,src/assets/Items/Elements/element_fire_t14fire.png,t14fire.png,
Elements,Enchantments,Element,element_light,,divine,element_light_divine.png,src/assets/Items/Elements/element_light_divine.png,divine.png,
Elements,Enchantments,Element,element_light,,holy,element_light_holy.png,src/assets/Items/Elements/element_light_holy.png,holy.png,
Elements,Enchantments,Element,element_light,,light,element_light_light.png,src/assets/Items/Elements/element_light_light.png,light.png,
Elements,Enchantments,Element,element_light,,sacred,element_light_sacred.png,src/assets/Items/Elements/element_light_sacred.png,sacred.png,
Elements,Enchantments,Element,element_light,,t14light,element_light_t14light.png,src/assets/Items/Elements/element_light_t14light.png,t14light.png,
Elements,Enchantments,Element,element_light,,unholy,element_light_unholy.png,src/assets/Items/Elements/element_light_unholy.png,unholy.png,
Elements,Enchantments,Element,element_unknown,,flaming,element_unknown_flaming.png,src/assets/Items/Elements/element_unknown_flaming.png,flaming.png,
Elements,Enchantments,Element,element_unknown,,luxuriouselement,element_unknown_luxuriouselement.png,src/assets/Items/Elements/element_unknown_luxuriouselement.png,luxuriouselement.png,
Elements,Enchantments,Element,element_unknown,,opulentelement,element_unknown_opulentelement.png,src/assets/Items/Elements/element_unknown_opulentelement.png,opulentelement.png,
Elements,Enchantments,Element,element_unknown,,platinumelement,element_unknown_platinumelement.png,src/assets/Items/Elements/element_unknown_platinumelement.png,platinumelement.png,
Elements,Enchantments,Element,element_unknown,,wild,element_unknown_wild.png,src/assets/Items/Elements/element_unknown_wild.png,wild.png,
Elements,Enchantments,Element,element_water,,bubble,element_water_bubble.png,src/assets/Items/Elements/element_water_bubble.png,bubble.png,
Elements,Enchantments,Element,element_water,,flood,element_water_flood.png,src/assets/Items/Elements/element_water_flood.png,flood.png,
Elements,Enchantments,Element,element_water,,t14water,element_water_t14water.png,src/assets/Items/Elements/element_water_t14water.png,t14water.png,
Elements,Enchantments,Element,element_water,,tidal,element_water_tidal.png,src/assets/Items/Elements/element_water_tidal.png,tidal.png,
Elements,Enchantments,Element,element_water,,torrent,element_water_torrent.png,src/assets/Items/Elements/element_water_torrent.png,torrent.png,
Familiars,Accessories,Familiar,accessory_familiar,,alien_egg,accessory_familiar_alien_egg.png,src/assets/Items/Familiars/accessory_familiar_alien_egg.png,alien_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,alien,accessory_familiar_alien.png,src/assets/Items/Familiars/accessory_familiar_alien.png,alien.png,
Familiars,Accessories,Familiar,accessory_familiar,,anubis_egg,accessory_familiar_anubis_egg.png,src/assets/Items/Familiars/accessory_familiar_anubis_egg.png,anubis_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,anubis,accessory_familiar_anubis.png,src/assets/Items/Familiars/accessory_familiar_anubis.png,anubis.png,
Familiars,Accessories,Familiar,accessory_familiar,,cyclops_egg,accessory_familiar_cyclops_egg.png,src/assets/Items/Familiars/accessory_familiar_cyclops_egg.png,cyclops_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,cyclops,accessory_familiar_cyclops.png,src/assets/Items/Familiars/accessory_familiar_cyclops.png,cyclops.png,
Familiars,Accessories,Familiar,accessory_familiar,,dancingdragon_egg,accessory_familiar_dancingdragon_egg.png,src/assets/Items/Familiars/accessory_familiar_dancingdragon_egg.png,dancingdragon_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,dancingdragon,accessory_familiar_dancingdragon.png,src/assets/Items/Familiars/accessory_familiar_dancingdragon.png,dancingdragon.png,
Familiars,Accessories,Familiar,accessory_familiar,,demigod_egg,accessory_familiar_demigod_egg.png,src/assets/Items/Familiars/accessory_familiar_demigod_egg.png,demigod_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,demigod,accessory_familiar_demigod.png,src/assets/Items/Familiars/accessory_familiar_demigod.png,demigod.png,
Familiars,Accessories,Familiar,accessory_familiar,,firecrab_egg,accessory_familiar_firecrab_egg.png,src/assets/Items/Familiars/accessory_familiar_firecrab_egg.png,firecrab_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,firecrab,accessory_familiar_firecrab.png,src/assets/Items/Familiars/accessory_familiar_firecrab.png,firecrab.png,
Familiars,Accessories,Familiar,accessory_familiar,,goldgolem_egg,accessory_familiar_goldgolem_egg.png,src/assets/Items/Familiars/accessory_familiar_goldgolem_egg.png,goldgolem_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,goldgolem,accessory_familiar_goldgolem.png,src/assets/Items/Familiars/accessory_familiar_goldgolem.png,goldgolem.png,
Familiars,Accessories,Familiar,accessory_familiar,,harpy_egg,accessory_familiar_harpy_egg.png,src/assets/Items/Familiars/accessory_familiar_harpy_egg.png,harpy_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,harpy,accessory_familiar_harpy.png,src/assets/Items/Familiars/accessory_familiar_harpy.png,harpy.png,
Familiars,Accessories,Familiar,accessory_familiar,,kirin_egg,accessory_familiar_kirin_egg.png,src/assets/Items/Familiars/accessory_familiar_kirin_egg.png,kirin_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,kirin,accessory_familiar_kirin.png,src/assets/Items/Familiars/accessory_familiar_kirin.png,kirin.png,
Familiars,Accessories,Familiar,accessory_familiar,,mermaid_egg,accessory_familiar_mermaid_egg.png,src/assets/Items/Familiars/accessory_familiar_mermaid_egg.png,mermaid_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,mermaid,accessory_familiar_mermaid.png,src/assets/Items/Familiars/accessory_familiar_mermaid.png,mermaid.png,
Familiars,Accessories,Familiar,accessory_familiar,,mushgoon_egg,accessory_familiar_mushgoon_egg.png,src/assets/Items/Familiars/accessory_familiar_mushgoon_egg.png,mushgoon_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,mushgoon,accessory_familiar_mushgoon.png,src/assets/Items/Familiars/accessory_familiar_mushgoon.png,mushgoon.png,
Familiars,Accessories,Familiar,accessory_familiar,,platinumgolem_egg,accessory_familiar_platinumgolem_egg.png,src/assets/Items/Familiars/accessory_familiar_platinumgolem_egg.png,platinumgolem_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,platinumgolem,accessory_familiar_platinumgolem.png,src/assets/Items/Familiars/accessory_familiar_platinumgolem.png,platinumgolem.png,
Familiars,Accessories,Familiar,accessory_familiar,,toadwitch_egg,accessory_familiar_toadwitch_egg.png,src/assets/Items/Familiars/accessory_familiar_toadwitch_egg.png,toadwitch_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,toadwitch,accessory_familiar_toadwitch.png,src/assets/Items/Familiars/accessory_familiar_toadwitch.png,toadwitch.png,
Familiars,Accessories,Familiar,accessory_familiar,,trex_egg,accessory_familiar_trex_egg.png,src/assets/Items/Familiars/accessory_familiar_trex_egg.png,trex_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,trex,accessory_familiar_trex.png,src/assets/Items/Familiars/accessory_familiar_trex.png,trex.png,
Familiars,Accessories,Familiar,accessory_familiar,,troblin_egg,accessory_familiar_troblin_egg.png,src/assets/Items/Familiars/accessory_familiar_troblin_egg.png,troblin_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,troblin,accessory_familiar_troblin.png,src/assets/Items/Familiars/accessory_familiar_troblin.png,troblin.png,
Familiars,Accessories,Familiar,accessory_familiar,,tyrantking_egg,accessory_familiar_tyrantking_egg.png,src/assets/Items/Familiars/accessory_familiar_tyrantking_egg.png,tyrantking_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,tyrantking,accessory_familiar_tyrantking.png,src/assets/Items/Familiars/accessory_familiar_tyrantking.png,tyrantking.png,
Familiars,Accessories,Familiar,accessory_familiar,,voidling_egg,accessory_familiar_voidling_egg.png,src/assets/Items/Familiars/accessory_familiar_voidling_egg.png,voidling_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,voidling,accessory_familiar_voidling.png,src/assets/Items/Familiars/accessory_familiar_voidling.png,voidling.png,
Familiars,Accessories,Familiar,accessory_familiar,,yeti_egg,accessory_familiar_yeti_egg.png,src/assets/Items/Familiars/accessory_familiar_yeti_egg.png,yeti_egg.png,
Familiars,Accessories,Familiar,accessory_familiar,,yeti,accessory_familiar_yeti.png,src/assets/Items/Familiars/accessory_familiar_yeti.png,yeti.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,aegirgauntlets,armor_gauntlets_aegirgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_aegirgauntlets.png,aegirgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,aliengauntlets,armor_gauntlets_aliengauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_aliengauntlets.png,aliengauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,arcadegauntlets,armor_gauntlets_arcadegauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_arcadegauntlets.png,arcadegauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,berserkergauntlets,armor_gauntlets_berserkergauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_berserkergauntlets.png,berserkergauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,biomechgauntlets,armor_gauntlets_biomechgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_biomechgauntlets.png,biomechgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,buggauntlets,armor_gauntlets_buggauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_buggauntlets.png,buggauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,celestialgauntlets,armor_gauntlets_celestialgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_celestialgauntlets.png,celestialgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,christmasgauntlets,armor_gauntlets_christmasgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_christmasgauntlets.png,christmasgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,christmasgauntlets2,armor_gauntlets_christmasgauntlets2.png,src/assets/Items/Gauntlets/armor_gauntlets_christmasgauntlets2.png,christmasgauntlets2.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,cincogauntlets,armor_gauntlets_cincogauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_cincogauntlets.png,cincogauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,cyclopsgauntlets,armor_gauntlets_cyclopsgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_cyclopsgauntlets.png,cyclopsgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,darkgauntlets,armor_gauntlets_darkgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_darkgauntlets.png,darkgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,darkknightgauntlets,armor_gauntlets_darkknightgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_darkknightgauntlets.png,darkknightgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,demigauntlets,armor_gauntlets_demigauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_demigauntlets.png,demigauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,demigodgauntlets,armor_gauntlets_demigodgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_demigodgauntlets.png,demigodgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,desertgauntlets,armor_gauntlets_desertgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_desertgauntlets.png,desertgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,dieselpunkgauntlets,armor_gauntlets_dieselpunkgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_dieselpunkgauntlets.png,dieselpunkgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,fallgauntlets,armor_gauntlets_fallgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_fallgauntlets.png,fallgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,fruitgauntlets,armor_gauntlets_fruitgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_fruitgauntlets.png,fruitgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,gauntlets,armor_gauntlets_gauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_gauntlets.png,gauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,generalgauntlets,armor_gauntlets_generalgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_generalgauntlets.png,generalgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,goldgauntlets,armor_gauntlets_goldgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_goldgauntlets.png,goldgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,goldgauntlets2,armor_gauntlets_goldgauntlets2.png,src/assets/Items/Gauntlets/armor_gauntlets_goldgauntlets2.png,goldgauntlets2.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,indiadaygauntlets,armor_gauntlets_indiadaygauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_indiadaygauntlets.png,indiadaygauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,ironbracers,armor_gauntlets_ironbracers.png,src/assets/Items/Gauntlets/armor_gauntlets_ironbracers.png,ironbracers.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,juggernautgauntlets,armor_gauntlets_juggernautgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_juggernautgauntlets.png,juggernautgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,knightgauntlets,armor_gauntlets_knightgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_knightgauntlets.png,knightgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,kote,armor_gauntlets_kote.png,src/assets/Items/Gauntlets/armor_gauntlets_kote.png,kote.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,lightgauntlets,armor_gauntlets_lightgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_lightgauntlets.png,lightgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,lucky7gauntlets,armor_gauntlets_lucky7gauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_lucky7gauntlets.png,lucky7gauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,lunargauntlets,armor_gauntlets_lunargauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_lunargauntlets.png,lunargauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,mechagauntlets,armor_gauntlets_mechagauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_mechagauntlets.png,mechagauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,mushroomgauntlets,armor_gauntlets_mushroomgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_mushroomgauntlets.png,mushroomgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,naturegauntlets,armor_gauntlets_naturegauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_naturegauntlets.png,naturegauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,oktoberfestgauntlets,armor_gauntlets_oktoberfestgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_oktoberfestgauntlets.png,oktoberfestgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,paladingauntlets,armor_gauntlets_paladingauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_paladingauntlets.png,paladingauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,platinumgauntlets,armor_gauntlets_platinumgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_platinumgauntlets.png,platinumgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,plushiegauntlets,armor_gauntlets_plushiegauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_plushiegauntlets.png,plushiegauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,pumpkingauntlets,armor_gauntlets_pumpkingauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_pumpkingauntlets.png,pumpkingauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,shoprgauntlets,armor_gauntlets_shoprgauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_shoprgauntlets.png,shoprgauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,supergauntlets,armor_gauntlets_supergauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_supergauntlets.png,supergauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,t12gauntlets,armor_gauntlets_t12gauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_t12gauntlets.png,t12gauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,t13gauntlets,armor_gauntlets_t13gauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_t13gauntlets.png,t13gauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,t14gauntlets,armor_gauntlets_t14gauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_t14gauntlets.png,t14gauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,t15gauntlets,armor_gauntlets_t15gauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_t15gauntlets.png,t15gauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,t16gauntlets,armor_gauntlets_t16gauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_t16gauntlets.png,t16gauntlets.png,
Gauntlets,Armor,Gauntlets,armor_gauntlets,,wintergauntlets,armor_gauntlets_wintergauntlets.png,src/assets/Items/Gauntlets/armor_gauntlets_wintergauntlets.png,wintergauntlets.png,
Gloves,Armor,Gloves,armor_gloves,,birdgloves,armor_gloves_birdgloves.png,src/assets/Items/Gloves/armor_gloves_birdgloves.png,birdgloves.png,
Gloves,Armor,Gloves,armor_gloves,,blossomgloves,armor_gloves_blossomgloves.png,src/assets/Items/Gloves/armor_gloves_blossomgloves.png,blossomgloves.png,
Gloves,Armor,Gloves,armor_gloves,,bracers,armor_gloves_bracers.png,src/assets/Items/Gloves/armor_gloves_bracers.png,bracers.png,
Gloves,Armor,Gloves,armor_gloves,,campinggloves,armor_gloves_campinggloves.png,src/assets/Items/Gloves/armor_gloves_campinggloves.png,campinggloves.png,
Gloves,Armor,Gloves,armor_gloves,,captaingloves,armor_gloves_captaingloves.png,src/assets/Items/Gloves/armor_gloves_captaingloves.png,captaingloves.png,
Gloves,Armor,Gloves,armor_gloves,,catgloves,armor_gloves_catgloves.png,src/assets/Items/Gloves/armor_gloves_catgloves.png,catgloves.png,
Gloves,Armor,Gloves,armor_gloves,,cincogloves,armor_gloves_cincogloves.png,src/assets/Items/Gloves/armor_gloves_cincogloves.png,cincogloves.png,
Gloves,Armor,Gloves,armor_gloves,,desertgloves,armor_gloves_desertgloves.png,src/assets/Items/Gloves/armor_gloves_desertgloves.png,desertgloves.png,
Gloves,Armor,Gloves,armor_gloves,,dragongloves,armor_gloves_dragongloves.png,src/assets/Items/Gloves/armor_gloves_dragongloves.png,dragongloves.png,
Gloves,Armor,Gloves,armor_gloves,,eastergloves2020,armor_gloves_eastergloves2020.png,src/assets/Items/Gloves/armor_gloves_eastergloves2020.png,eastergloves2020.png,
Gloves,Armor,Gloves,armor_gloves,,fireicegloves,armor_gloves_fireicegloves.png,src/assets/Items/Gloves/armor_gloves_fireicegloves.png,fireicegloves.png,
